,Phylum,Class,Order,Family,Genus,Species,modern_longitude,modern_latitude,start_year,end_year,ancient_longitude,ancient_latitude,era
1557,Gymnospermae,Cycadopsida,Bennettiales,F,Anomozamites,Anomozamites loczyi,112.788,26.48,-237.0,-201.0,109.32,35.52,2
1558,Gymnospermae,Cycadopsida,Bennettiales,F,Anomozamites,Anomozamites loczyi,113.816,29.701,-237.0,-201.0,110.47,38.74,2
1559,Gymnospermae,Cycadopsida,Bennettiales,F,Anomozamites,Anomozamites loczyi,117.562,25.403,-237.0,-201.0,114.55,34.41,2
1560,Gymnospermae,Cycadopsida,Bennettiales,F,Anomozamites,Anomozamites loczyi,101.382,27.037,-237.0,-201.0,96.76,35.89,2
1561,Gymnospermae,Cycadopsida,Bennettiales,F,Anomozamites,Anomozamites loczyi,101.901,25.159,-237.0,-201.0,97.42,34.03,2
1562,Gymnospermae,Cycadopsida,Bennettiales,F,Anomozamites,Anomozamites loczyi,103.781,31.106,-237.0,-201.0,99.24,40.03,2
1563,Gymnospermae,Cycadopsida,Bennettiales,F,Anomozamites,Anomozamites major,112.781,22.965,-237.0,-201.0,109.31,32.0,2
1564,Gymnospermae,Cycadopsida,Bennettiales,F,Anomozamites,Anomozamites major,92.675,43.146,-174.0,-163.0,103.58,40.71,4
1565,Gymnospermae,Cycadopsida,Bennettiales,F,Anomozamites,Anomozamites major,115.69,39.971,-174.0,-163.0,120.39,43.27,4
1566,Gymnospermae,Cycadopsida,Bennettiales,F,Anomozamites,Anomozamites marginatus,107.535,31.166,-237.0,-201.0,103.44,40.17,2
1567,Gymnospermae,Cycadopsida,Bennettiales,F,Anomozamites,Anomozamites marginatus,97.895,31.159,-237.0,-201.0,78.36,33.1,2
1568,Gymnospermae,Cycadopsida,Bennettiales,F,Anomozamites,Anomozamites minor,113.771,27.997,-237.0,-201.0,110.41,37.03,2
1569,Gymnospermae,Cycadopsida,Bennettiales,F,Anomozamites,Anomozamites minor,106.697,30.124,-237.0,-201.0,102.53,39.11,2
1570,Gymnospermae,Cycadopsida,Bennettiales,F,Anomozamites,Anomozamites minor,113.244,23.206,-237.0,-201.0,109.81,32.25,2
1571,Gymnospermae,Cycadopsida,Bennettiales,F,Anomozamites,Anomozamites minor,114.696,23.746,-237.0,-201.0,111.4,32.78,2
1572,Gymnospermae,Cycadopsida,Bennettiales,F,Anomozamites,Anomozamites minor,117.599,28.419,-237.0,-201.0,114.65,37.42,2
1573,Gymnospermae,Cycadopsida,Bennettiales,F,Anomozamites,Anomozamites minor,119.052,32.177,-237.0,-201.0,116.37,41.15,2
1574,Gymnospermae,Cycadopsida,Bennettiales,F,Anomozamites,Anomozamites minor,131.07,44.173,-237.0,-201.0,137.4,51.41,2
1575,Gymnospermae,Cycadopsida,Bennettiales,F,Anomozamites,Anomozamites minor,100.268,29.999,-237.0,-201.0,81.12,32.72,2
1576,Gymnospermae,Cycadopsida,Bennettiales,F,Anomozamites,Anomozamites minor,119.602,40.089,-201.0,-174.0,127.06,47.16,3
1577,Gymnospermae,Cycadopsida,Bennettiales,F,Anomozamites,Anomozamites minor,118.464,40.794,-201.0,-174.0,125.95,47.99,3
1578,Gymnospermae,Cycadopsida,Bennettiales,F,Anomozamites,Anomozamites multinervis,101.692,26.759,-237.0,-201.0,97.12,35.62,2
1579,Gymnospermae,Cycadopsida,Bennettiales,F,Anomozamites,Anomozamites nilssoni,111.913,31.085,-201.0,-174.0,117.14,38.14,3
1580,Gymnospermae,Cycadopsida,Bennettiales,F,Anomozamites,Anomozamites nilssoni,115.69,39.971,-201.0,-174.0,122.67,47.48,3
1581,Gymnospermae,Cycadopsida,Bennettiales,F,Anomozamites,Anomozamites orientalis,97.018,31.227,-237.0,-201.0,77.49,32.9,2
1582,Gymnospermae,Cycadopsida,Bennettiales,F,Anomozamites,Anomozamites pachylomus,106.697,30.124,-237.0,-201.0,102.53,39.11,2
1583,Gymnospermae,Cycadopsida,Bennettiales,F,Anomozamites,Anomozamites pachylomus,101.57,26.56,-237.0,-201.0,96.99,35.42,2
1584,Gymnospermae,Cycadopsida,Bennettiales,F,Anomozamites,Anomozamites pachylomus,101.665,26.053,-237.0,-201.0,97.12,34.91,2
1585,Gymnospermae,Cycadopsida,Bennettiales,F,Anomozamites,Anomozamites paucinervis,97.018,31.227,-237.0,-201.0,77.49,32.9,2
1586,Gymnospermae,Cycadopsida,Bennettiales,F,Anomozamites,Anomozamites pseudomuensterii,113.849,27.626,-237.0,-174.0,117.32,37.85,2
1587,Gymnospermae,Cycadopsida,Bennettiales,F,Anomozamites,Anomozamites pseudomuensterii,113.849,27.626,-201.0,-174.0,120.04,35.07,3
1588,Gymnospermae,Cycadopsida,Bennettiales,F,Anomozamites,Anomozamites pseudomuensterii,115.69,39.971,-174.0,-163.0,120.39,43.27,4
1589,Gymnospermae,Cycadopsida,Bennettiales,F,Anomozamites,Anomozamites ptilus,106.697,30.124,-237.0,-201.0,102.53,39.11,2
1590,Gymnospermae,Cycadopsida,Bennettiales,F,Anomozamites,Anomozamites ptilus,101.665,26.053,-237.0,-201.0,97.12,34.91,2
1591,Gymnospermae,Cycadopsida,Bennettiales,F,Anomozamites,Anomozamites ptilus,101.717,26.586,-237.0,-201.0,97.15,35.45,2
1592,Gymnospermae,Cycadopsida,Bennettiales,F,Anomozamites,Anomozamites puqiensis,113.816,29.701,-237.0,-201.0,110.47,38.74,2
1593,Gymnospermae,Cycadopsida,Bennettiales,F,Anomozamites,Anomozamites qamdoensis,97.018,31.227,-237.0,-201.0,77.49,32.9,2
1594,Gymnospermae,Cycadopsida,Bennettiales,F,Anomozamites,Anomozamites quadratus,116.246,30.271,-201.0,-174.0,121.99,38.06,3
1595,Gymnospermae,Cycadopsida,Bennettiales,F,Anomozamites,Anomozamites simplex,121.047,41.804,-174.0,-163.0,126.12,44.97,4
1596,Gymnospermae,Cycadopsida,Bennettiales,F,Anomozamites,Anomozamites sinensis,121.047,41.804,-174.0,-163.0,126.12,44.97,4
1597,Gymnospermae,Cycadopsida,Bennettiales,F,Anomozamites,Anomozamites specialis,95.361,37.85,-174.0,-163.0,100.01,36.94,4
1598,Gymnospermae,Cycadopsida,Bennettiales,F,Anomozamites,Anomozamites thomasi,115.932,39.962,-201.0,-174.0,122.94,47.44,3
1599,Gymnospermae,Cycadopsida,Bennettiales,F,Anomozamites,Anomozamites thomasi,92.675,43.146,-174.0,-163.0,103.58,40.71,4
1600,Gymnospermae,Cycadopsida,Bennettiales,F,Anomozamites,Anomozamites thomasi,115.281,40.501,-174.0,-163.0,119.99,43.81,4
1601,Gymnospermae,Cycadopsida,Bennettiales,F,Anomozamites,Anomozamites thomasi,116.102,39.902,-174.0,-163.0,120.83,43.19,4
1602,Gymnospermae,Cycadopsida,Bennettiales,F,Anomozamites,Anomozamites thomasi,82.925,41.708,-174.0,-163.0,91.04,43.72,4
1603,Gymnospermae,Cycadopsida,Bennettiales,F,Anomozamites,Anomozamites ulanensis,95.361,37.85,-174.0,-163.0,100.01,36.94,4
1604,Gymnospermae,Cycadopsida,Bennettiales,F,Baiera,Baiera kidoi,125.9,44.15600000000001,-145.0,-100.0,128.14,46.44,6
1605,Gymnospermae,Cycadopsida,Bennettiales,F,Baiera,Baiera lingxiensis,131.1,46.596,-145.0,-100.0,133.23,49.2,6
1606,Gymnospermae,Cycadopsida,Bennettiales,F,Bennetticarpus,Bennetticarpus longmicropylus,113.491,27.649,-237.0,-201.0,110.1,36.69,2
1607,Gymnospermae,Cycadopsida,Bennettiales,F,Bennetticarpus,Bennetticarpus ovoides,113.499,27.614,-237.0,-201.0,110.11,36.65,2
1608,Gymnospermae,Cycadopsida,Bennettiales,F,Brachyphyllum,Brachyphyllum lingxiangense,114.744,30.012,-145.0,-100.0,118.17,31.0,6
1609,Gymnospermae,Cycadopsida,Bennettiales,F,Brachyphyllum,Brachyphyllum multiramosum,120.841,36.99,-145.0,-100.0,123.21,38.38,6
1610,Gymnospermae,Cycadopsida,Bennettiales,F,Brachyphyllum,Brachyphyllum nantianmense,114.879,40.766,-145.0,-100.0,116.79,41.79,6
1611,Gymnospermae,Cycadopsida,Bennettiales,F,Bucklandia,Bucklandia beipiaoensis,119.51,41.787,-237.0,-201.0,122.33,51.96,2
1612,Gymnospermae,Cycadopsida,Bennettiales,F,Bucklandia,Bucklandia minima,107.486,31.126,-237.0,-201.0,103.39,40.13,2
1613,Gymnospermae,Cycadopsida,Bennettiales,F,Carpolithus,Carpolithus lingxiangensis,114.744,30.012,-145.0,-100.0,118.17,31.0,6
1614,Gymnospermae,Cycadopsida,Bennettiales,F,Carpolithus,Carpolithus longiciliosus,106.804,35.132,-145.0,-100.0,109.21,35.67,6
1615,Gymnospermae,Cycadopsida,Bennettiales,F,Cladophlebis,Cladophlebis koraiensis,96.757,30.212,-145.0,-100.0,93.7,14.34,6
1616,Gymnospermae,Cycadopsida,Bennettiales,F,Cladophlebis,Cladophlebis latibasis,119.672,45.495,-145.0,-100.0,121.52,47.35,6
1617,Gymnospermae,Cycadopsida,Bennettiales,F,Cladophlebis,Cladophlebis lhorongensis,114.276,22.377,-145.0,-100.0,120.79,23.72,6
1618,Gymnospermae,Cycadopsida,Bennettiales,F,Cladophlebis,Cladophlebis lhorongensis,95.824,30.741,-145.0,-100.0,92.84,14.81,6
1619,Gymnospermae,Cycadopsida,Bennettiales,F,Cladophlebis,Cladophlebis lobulata,119.742,49.218,-145.0,-100.0,121.01,51.06,6
1620,Gymnospermae,Cycadopsida,Bennettiales,F,Cladophlebis,Cladophlebis lobulata,121.679,42.034,-145.0,-100.0,123.56,43.46,6
1621,Gymnospermae,Cycadopsida,Bennettiales,F,Cladophlebis,Cladophlebis lobulata,123.552,42.447,-145.0,-100.0,125.43,43.98,6
1622,Gymnospermae,Cycadopsida,Bennettiales,F,Cladophlebis,Cladophlebis lobulata,125.924,44.146,-145.0,-100.0,128.16,46.43,6
1623,Gymnospermae,Cycadopsida,Bennettiales,F,Cladophlebis,Cladophlebis lobulata,128.241,43.38,-145.0,-100.0,130.13,45.18,6
1624,Gymnospermae,Cycadopsida,Bennettiales,F,Cladophlebis,Cladophlebis lobulata,131.165,46.653,-145.0,-100.0,133.29,49.26,6
1625,Gymnospermae,Cycadopsida,Bennettiales,F,Cladophlebis,Cladophlebis lobulata,131.011,45.33600000000001,-145.0,-100.0,133.3,47.93,6
1626,Gymnospermae,Cycadopsida,Bennettiales,F,Cladophlebis,Cladophlebis lobulata,131.14600000000002,45.834,-145.0,-100.0,133.38,48.44,6
1627,Gymnospermae,Cycadopsida,Bennettiales,F,Cladophlebis,Cladophlebis minutusa,119.898,29.458,-145.0,-100.0,123.29,32.14,6
1628,Gymnospermae,Cycadopsida,Bennettiales,F,Cladophlebis,Cladophlebis neimongensis,120.563,45.551,-145.0,-100.0,122.43,47.47,6
1629,Gymnospermae,Cycadopsida,Bennettiales,F,Ctenis,Ctenis lyrata,121.671,41.999,-145.0,-100.0,123.55,43.42,6
1630,Gymnospermae,Cycadopsida,Bennettiales,F,Ctenis,Ctenis lyrata,123.537,42.44600000000001,-145.0,-100.0,125.41,43.98,6
1631,Gymnospermae,Cycadopsida,Bennettiales,F,Ctenis,Ctenis lyrata,127.291,43.56800000000001,-145.0,-100.0,129.13,45.31,6
1632,Gymnospermae,Cycadopsida,Bennettiales,F,Cycadolepophyllum,Cycadolepophyllum aequale,113.342,25.133000000000006,-237.0,-201.0,109.93,34.17,2
1633,Gymnospermae,Cycadopsida,Bennettiales,F,Cycadolepophyllum,Cycadolepophyllum aequale,113.499,27.614,-237.0,-174.0,116.93,37.82,2
1634,Gymnospermae,Cycadopsida,Bennettiales,F,Cycadolepophyllum,Cycadolepophyllum anomozamioides,104.885,28.38,-237.0,-201.0,100.57,37.33,2
1635,Gymnospermae,Cycadopsida,Bennettiales,F,Cycadolepophyllum,Cycadolepophyllum changningense,104.885,28.38,-237.0,-201.0,100.57,37.33,2
1636,Gymnospermae,Cycadopsida,Bennettiales,F,Cycadolepophyllum,Cycadolepophyllum minor,104.885,28.38,-237.0,-201.0,100.57,37.33,2
1637,Gymnospermae,Cycadopsida,Bennettiales,F,Dicotylophyllum,Dicotylophyllum minutissimus,117.879,33.146,-145.0,-100.0,120.56,34.37,6
1638,Gymnospermae,Cycadopsida,Bennettiales,F,Dictyozamites,Dictyozamites asseretoi,113.599,24.686,-237.0,-201.0,110.21,33.72,2
1639,Gymnospermae,Cycadopsida,Bennettiales,F,Dictyozamites,Dictyozamites baqenensis,94.052,31.918000000000003,-237.0,-201.0,72.88,28.33,2
1640,Gymnospermae,Cycadopsida,Bennettiales,F,Dictyozamites,Dictyozamites hunanensis,113.599,24.686,-237.0,-201.0,110.21,33.72,2
1641,Gymnospermae,Cycadopsida,Bennettiales,F,Dictyozamites,Dictyozamites hunanensis,113.771,27.997,-237.0,-201.0,110.41,37.03,2
1642,Gymnospermae,Cycadopsida,Bennettiales,F,Dictyozamites,Dictyozamites hunanensis,113.771,27.997,-237.0,-201.0,110.41,37.03,2
1643,Gymnospermae,Cycadopsida,Bennettiales,F,Dictyozamites,Dictyozamites zhonghuaensis,101.717,26.586,-237.0,-201.0,97.15,35.45,2
1644,Gymnospermae,Cycadopsida,Bennettiales,F,Dukouphyton,Dukouphyton minor,101.717,26.586,-237.0,-201.0,97.15,35.45,2
1645,Gymnospermae,Cycadopsida,Bennettiales,F,Elatocladus,Elatocladus krasseri,124.141,42.842,-145.0,-100.0,125.99,44.41,6
1646,Gymnospermae,Cycadopsida,Bennettiales,F,Equisetites,Equisetites hulunensis,117.662,49.508,-145.0,-100.0,118.81,51.2,6
1647,Gymnospermae,Cycadopsida,Bennettiales,F,Equisetites,Equisetites longiconis,91.283,29.882,-145.0,-100.0,88.84,13.76,6
1648,Gymnospermae,Cycadopsida,Bennettiales,F,Equisetites,Equisetites macrovalis,120.172,50.214,-145.0,-100.0,121.28,52.08,6
1649,Gymnospermae,Cycadopsida,Bennettiales,F,Equisetites,Equisetites naktongensis,120.172,50.214,-145.0,-100.0,121.28,52.08,6
1650,Gymnospermae,Cycadopsida,Bennettiales,F,Equisetites,Equisetites naktongensis,119.394,41.243,-145.0,-66.0,121.32,42.53,6
1651,Gymnospermae,Cycadopsida,Bennettiales,F,Equisetum,Equisetum lisangouense,109.329,41.106,-145.0,-100.0,111.14,41.78,6
1652,Gymnospermae,Cycadopsida,Bennettiales,F,Eretmophyllum,Eretmophyllum latum,111.758,40.815,-145.0,-100.0,113.63,41.64,6
1653,Gymnospermae,Cycadopsida,Bennettiales,F,Estherella,Estherella delicatula,113.055,36.962,-251.0,-247.0,92.23,32.78,0
1654,Gymnospermae,Cycadopsida,Bennettiales,F,Foliosites,Foliosites gracilentus,109.73899999999999,39.566,-145.0,-100.0,111.72,40.27,6
1655,Gymnospermae,Cycadopsida,Bennettiales,F,Ginkgo,Ginkgo huttoni,121.65,42.011,-145.0,-100.0,123.53,43.43,6
1656,Gymnospermae,Cycadopsida,Bennettiales,F,Ginkgo,Ginkgo huttoni,125.471,43.853,-145.0,-100.0,127.23,45.49,6
1657,Gymnospermae,Cycadopsida,Bennettiales,F,Ginkgo,Ginkgo huttoni,125.471,43.853,-145.0,-100.0,127.23,45.49,6
1658,Gymnospermae,Cycadopsida,Bennettiales,F,Ginkgo,Ginkgo huttoni,131.393,46.575,-145.0,-100.0,133.54,49.19,6
1659,Gymnospermae,Cycadopsida,Bennettiales,F,Ginkgo,Ginkgo lobata,131.393,46.575,-145.0,-100.0,133.54,49.19,6
1660,Gymnospermae,Cycadopsida,Bennettiales,F,Ginkgo,Ginkgo longifolius,131.15,46.644,-145.0,-100.0,133.27,49.25,6
1661,Gymnospermae,Cycadopsida,Bennettiales,F,Ginkgo,Ginkgo mixta,109.985,41.012,-145.0,-100.0,111.82,41.73,6
1662,Gymnospermae,Cycadopsida,Bennettiales,F,Ginkgoites,Ginkgoites myrioneurus,131.003,45.334,-145.0,-100.0,133.3,47.93,6
1663,Gymnospermae,Cycadopsida,Bennettiales,F,Glenrosa,Glenrosa nanjingensis,118.904,32.098,-145.0,-100.0,121.17,34.27,6
1664,Gymnospermae,Cycadopsida,Bennettiales,F,Ixostrobus,Ixostrobus lepida,120.573,49.24,-145.0,-100.0,121.86,51.14,6
1665,Gymnospermae,Cycadopsida,Bennettiales,F,Ixostrobus,Ixostrobus lepida,131.003,45.334,-145.0,-100.0,133.3,47.93,6
1666,Gymnospermae,Cycadopsida,Bennettiales,F,Leuthardtia,Leuthardtia ovalis,110.538,19.179,-251.0,-247.0,104.85,3.65,0
1667,Gymnospermae,Cycadopsida,Bennettiales,F,Lindleycladus,Lindleycladus lanceolatus,124.416,41.979,-145.0,-100.0,126.36,43.56,6
1668,Gymnospermae,Cycadopsida,Bennettiales,F,Longjingia,Longjingia gracilifolia,129.434,42.764,-145.0,-100.0,131.42,44.63,6
1669,Gymnospermae,Cycadopsida,Bennettiales,F,Lycopodites,Lycopodites multifurcatus,126.934,43.511,-145.0,-100.0,128.77,45.23,6
1670,Gymnospermae,Cycadopsida,Bennettiales,F,Muscites,Muscites nantimenensis,114.881,40.823,-145.0,-100.0,116.78,41.84,6
1671,Gymnospermae,Cycadopsida,Bennettiales,F,Neozamites,Neozamites incisus,109.139,41.021,-145.0,-100.0,110.96,41.69,6
1672,Gymnospermae,Cycadopsida,Bennettiales,F,Neozamites,Neozamites lebedevii,112.049,41.533,-145.0,-100.0,113.84,42.38,6
1673,Gymnospermae,Cycadopsida,Bennettiales,F,Neozamites,Neozamites lebedevii,128.1,42.652,-145.0,-100.0,130.06,44.44,6
1674,Gymnospermae,Cycadopsida,Bennettiales,F,Neozamites,Neozamites lebedevii,131.135,45.828,-145.0,-100.0,133.37,48.43,6
1675,Gymnospermae,Cycadopsida,Bennettiales,F,Neozamites,Neozamites verchojanensis,125.866,44.155,-163.0,-145.0,129.79,45.94,5
1676,Gymnospermae,Cycadopsida,Bennettiales,F,Neozamites,Neozamites verchojanensis?,120.831,41.613,-163.0,-145.0,124.04,42.86,5
1677,Gymnospermae,Cycadopsida,Bennettiales,F,Nilssonia,Nilssonia linearis,119.268,42.035,-145.0,-100.0,121.1,43.32,6
1678,Gymnospermae,Cycadopsida,Bennettiales,F,Nilssoniopteris,Nilssoniopteris angustifolia,115.093,40.607,-174.0,-163.0,119.79,43.92,4
1679,Gymnospermae,Cycadopsida,Bennettiales,F,Nilssoniopteris,Nilssoniopteris angustifolia,115.281,40.501,-174.0,-163.0,119.99,43.81,4
1680,Gymnospermae,Cycadopsida,Bennettiales,F,Nilssoniopteris,Nilssoniopteris bolei,111.868,34.748000000000005,-174.0,-163.0,116.21,38.13,4
1681,Gymnospermae,Cycadopsida,Bennettiales,F,Nilssoniopteris,Nilssoniopteris cf.groenlandensis,115.932,39.962,-201.0,-174.0,122.94,47.44,3
1682,Gymnospermae,Cycadopsida,Bennettiales,F,Nilssoniopteris,Nilssoniopteris cf.groenlandensis,117.957,40.95,-201.0,-174.0,125.42,48.2,3
1683,Gymnospermae,Cycadopsida,Bennettiales,F,Nilssoniopteris,Nilssoniopteris cf.jourdyi,117.658,25.288,-201.0,-174.0,124.6,33.38,3
1684,Gymnospermae,Cycadopsida,Bennettiales,F,Nilssoniopteris,Nilssoniopteris cf.tenuinervis,106.273,29.976,-237.0,-201.0,102.06,38.96,2
1685,Gymnospermae,Cycadopsida,Bennettiales,F,Nilssoniopteris,Nilssoniopteris cf.vittata,111.92,31.034,-201.0,-174.0,117.16,38.09,3
1686,Gymnospermae,Cycadopsida,Bennettiales,F,Nilssoniopteris,Nilssoniopteris cf.vittata,95.361,37.85,-174.0,-163.0,100.01,36.94,4
1687,Gymnospermae,Cycadopsida,Bennettiales,F,Nilssoniopteris,Nilssoniopteris groenlandensis,113.268,26.035,-201.0,-174.0,119.78,33.41,3
1688,Gymnospermae,Cycadopsida,Bennettiales,F,Nilssoniopteris,Nilssoniopteris huolinhensis,119.586,45.429,-145.0,-100.0,121.44,47.28,6
1689,Gymnospermae,Cycadopsida,Bennettiales,F,Nilssoniopteris,Nilssoniopteris immersa,105.345,26.089,-237.0,-201.0,101.15,35.05,2
1690,Gymnospermae,Cycadopsida,Bennettiales,F,Nilssoniopteris,Nilssoniopteris immersa,112.873,31.088,-237.0,-201.0,109.42,40.13,2
1691,Gymnospermae,Cycadopsida,Bennettiales,F,Nilssoniopteris,Nilssoniopteris immersa,101.901,25.159,-237.0,-201.0,97.42,34.03,2
1692,Gymnospermae,Cycadopsida,Bennettiales,F,Nilssoniopteris,Nilssoniopteris immersa,99.374,25.479,-237.0,-201.0,82.79,29.21,2
1693,Gymnospermae,Cycadopsida,Bennettiales,F,Nilssoniopteris,Nilssoniopteris inconstans,102.874,36.43,-174.0,-163.0,106.83,39.93,4
1694,Gymnospermae,Cycadopsida,Bennettiales,F,Nilssoniopteris,Nilssoniopteris jourdyi,96.359,32.964,-237.0,-201.0,76.12,34.32,2
1695,Gymnospermae,Cycadopsida,Bennettiales,F,Nilssoniopteris,Nilssoniopteris jourdyi,112.873,31.088,-237.0,-201.0,109.42,40.13,2
1696,Gymnospermae,Cycadopsida,Bennettiales,F,Nilssoniopteris,Nilssoniopteris jourdyi,113.048,25.215,-237.0,-201.0,109.61,34.25,2
1697,Gymnospermae,Cycadopsida,Bennettiales,F,Nilssoniopteris,Nilssoniopteris jourdyi,113.396,25.068,-237.0,-201.0,109.99,34.11,2
1698,Gymnospermae,Cycadopsida,Bennettiales,F,Nilssoniopteris,Nilssoniopteris jourdyi,97.895,31.159,-237.0,-201.0,78.36,33.1,2
1699,Gymnospermae,Cycadopsida,Bennettiales,F,Nilssoniopteris,Nilssoniopteris jourdyi,100.105,28.726,-237.0,-201.0,81.48,31.48,2
1700,Gymnospermae,Cycadopsida,Bennettiales,F,Nilssoniopteris,Nilssoniopteris jourdyi,100.754,25.405,-237.0,-201.0,83.83,30.06,2
1701,Gymnospermae,Cycadopsida,Bennettiales,F,Nilssoniopteris,Nilssoniopteris jourdyi,101.692,26.759,-237.0,-201.0,97.12,35.62,2
1702,Gymnospermae,Cycadopsida,Bennettiales,F,Nilssoniopteris,Nilssoniopteris jourdyi,101.717,26.586,-237.0,-201.0,97.15,35.45,2
1703,Gymnospermae,Cycadopsida,Bennettiales,F,Nilssoniopteris,Nilssoniopteris jourdyi,101.789,26.484,-237.0,-201.0,97.24,35.35,2
1704,Gymnospermae,Cycadopsida,Bennettiales,F,Nilssoniopteris,Nilssoniopteris jourdyi,101.901,25.159,-237.0,-201.0,97.42,34.03,2
1705,Gymnospermae,Cycadopsida,Bennettiales,F,Nilssoniopteris,Nilssoniopteris jourdyi,91.678,32.257,-237.0,-201.0,70.58,28.11,2
1706,Gymnospermae,Cycadopsida,Bennettiales,F,Nilssoniopteris,Nilssoniopteris jourdyi,119.469,28.017,-201.0,-174.0,125.97,36.35,3
1707,Gymnospermae,Cycadopsida,Bennettiales,F,Nilssoniopteris,Nilssoniopteris latifolia,125.137,42.885,-145.0,-100.0,127.0,44.51,6
1708,Gymnospermae,Cycadopsida,Bennettiales,F,Nilssoniopteris,Nilssoniopteris lixinensis,130.93200000000002,45.24100000000001,-145.0,-100.0,133.23,47.84,6
1709,Gymnospermae,Cycadopsida,Bennettiales,F,Nilssoniopteris,Nilssoniopteris longifolius,118.948,42.261,-174.0,-163.0,123.93,45.48,4
1710,Gymnospermae,Cycadopsida,Bennettiales,F,Nilssoniopteris,Nilssoniopteris longifolius,110.266,40.671,-174.0,-163.0,114.7,44.08,4
1711,Gymnospermae,Cycadopsida,Bennettiales,F,Nilssoniopteris,Nilssoniopteris multiformis,119.586,45.429,-145.0,-100.0,121.44,47.28,6
1712,Gymnospermae,Cycadopsida,Bennettiales,F,Nilssoniopteris,Nilssoniopteris oligotricha,112.484,27.004,-237.0,-201.0,108.99,36.04,2
1713,Gymnospermae,Cycadopsida,Bennettiales,F,Nilssoniopteris,Nilssoniopteris pristis,95.361,37.85,-174.0,-163.0,100.01,36.94,4
1714,Gymnospermae,Cycadopsida,Bennettiales,F,Nilssoniopteris,Nilssoniopteris tenuinervis,102.244,26.655,-237.0,-201.0,97.73,35.53,2
1715,Gymnospermae,Cycadopsida,Bennettiales,F,Nilssoniopteris,Nilssoniopteris tenuinervis,100.851,27.286,-237.0,-201.0,82.77,30.35,2
1716,Gymnospermae,Cycadopsida,Bennettiales,F,Nilssoniopteris,Nilssoniopteris tenuinervis,101.717,26.586,-237.0,-201.0,97.15,35.45,2
1717,Gymnospermae,Cycadopsida,Bennettiales,F,Nilssoniopteris,Nilssoniopteris tenuinervis,99.376,25.476999999999997,-237.0,-201.0,82.79,29.21,2
1718,Gymnospermae,Cycadopsida,Bennettiales,F,Nilssoniopteris,Nilssoniopteris tenuinervis,102.874,36.43,-174.0,-163.0,106.83,39.93,4
1719,Gymnospermae,Cycadopsida,Bennettiales,F,Nilssoniopteris,Nilssoniopteris undufolia,115.213,40.379,-174.0,-163.0,119.91,43.69,4
1720,Gymnospermae,Cycadopsida,Bennettiales,F,Nilssoniopteris,Nilssoniopteris uwatokoi,131.11700000000002,44.088,-163.0,-145.0,135.21,45.85,5
1721,Gymnospermae,Cycadopsida,Bennettiales,F,Nilssoniopteris,Nilssoniopteris vittata,116.246,30.271,-201.0,-174.0,121.99,38.06,3
1722,Gymnospermae,Cycadopsida,Bennettiales,F,Nilssoniopteris,Nilssoniopteris vittata,83.51100000000001,36.678000000000004,-201.0,-174.0,89.28,40.36,3
1723,Gymnospermae,Cycadopsida,Bennettiales,F,Nilssoniopteris,Nilssoniopteris vittata,100.827,39.322,-201.0,-163.0,105.88,45.05,3
1724,Gymnospermae,Cycadopsida,Bennettiales,F,Nilssoniopteris,Nilssoniopteris vittata,111.782,30.824,-201.0,-163.0,117.52,35.24,3
1725,Gymnospermae,Cycadopsida,Bennettiales,F,Nilssoniopteris,Nilssoniopteris vittata,111.92,31.034,-201.0,-145.0,116.45,33.54,3
1726,Gymnospermae,Cycadopsida,Bennettiales,F,Nilssoniopteris,Nilssoniopteris vittata,117.662,49.50899999999999,-201.0,-145.0,123.39,53.27,3
1727,Gymnospermae,Cycadopsida,Bennettiales,F,Nilssoniopteris,Nilssoniopteris vittata,110.761,30.965,-174.0,-163.0,115.33,33.19,4
1728,Gymnospermae,Cycadopsida,Bennettiales,F,Nilssoniopteris,Nilssoniopteris vittata,113.293,40.075,-174.0,-163.0,117.88,43.43,4
1729,Gymnospermae,Cycadopsida,Bennettiales,F,Nilssoniopteris,Nilssoniopteris vittata,115.281,40.501,-174.0,-163.0,119.99,43.81,4
1730,Gymnospermae,Cycadopsida,Bennettiales,F,Nilssoniopteris,Nilssoniopteris vittata,116.102,39.902,-174.0,-163.0,120.83,43.19,4
1731,Gymnospermae,Cycadopsida,Bennettiales,F,Nilssoniopteris,Nilssoniopteris xuiana,112.484,27.004,-237.0,-201.0,108.99,36.04,2
1732,Gymnospermae,Cycadopsida,Bennettiales,F,Otozamites,Otozamites anglica,120.831,41.613,-163.0,-145.0,124.04,42.86,5
1733,Gymnospermae,Cycadopsida,Bennettiales,F,Otozamites,Otozamites anlungensis,105.452,25.382,-237.0,-201.0,101.29,34.35,2
1734,Gymnospermae,Cycadopsida,Bennettiales,F,Otozamites,Otozamites apiculatus,108.517,31.366,-174.0,-163.0,113.0,33.03,4
1735,Gymnospermae,Cycadopsida,Bennettiales,F,Otozamites,Otozamites baiguowanensis,102.278,26.897,-237.0,-201.0,97.76,35.78,2
1736,Gymnospermae,Cycadopsida,Bennettiales,F,Otozamites,Otozamites beani,118.381,25.285,-163.0,-145.0,123.34,27.62,5
1737,Gymnospermae,Cycadopsida,Bennettiales,F,Otozamites,Otozamites beani,121.069,41.533,-163.0,-145.0,124.28,42.77,5
